pais,edad,sexo,profesion,salario,subcategoria,edad_producto,alto,ancho,profundidad,edad_relevante,cantidad_producto,precio_unitario,iva,subtotal,total,ganancia,clase
23,26,2,4,1000,31,2,21.58,15.21,0,0,3,9.63,3.47,28.89,32.36,2.64,13
23,26,2,4,1000,11,30,27.65,23.7,19.75,1,2,350.58,84.14,701.16,785.30,63.74,1
23,26,2,4,1000,4,36,16.5,16.5,43.5,1,5,435.20,261.12,2176.00,2437.12,197.80,1
23,26,2,4,1000,15,2,33.37,37.63,37.63,0,5,6.04,3.62,30.20,33.82,2.75,12
22,29,2,5,1500,30,3,32.86,12.22,0,0,3,9.63,3.47,28.89,32.36,2.64,13
22,29,2,5,1500,7,11,62.1,24.8,21.7,1,4,132.98,63.83,531.92,595.75,48.36,1
24,31,1,3,1500,2,7,27,27,27,1,3,84.62,30.46,253.86,284.32,23.07,1
24,31,1,3,1500,25,2,14.79,19.37,0,0,5,9.63,5.78,48.15,53.93,4.40,13
24,31,1,3,1500,15,3,25.44,27.56,27.56,0,4,6.04,2.90,24.16,27.06,2.20,12
24,31,1,3,1500,31,3,20.02,10.01,0,0,1,9.63,1.16,9.63,10.79,0.88,13
23,51,2,5,1500,7,21,36.9,47.2,28.7,1,2,241.78,58.03,483.56,541.59,43.96,1
23,51,2,5,1500,3,18,44.45,38.1,31.75,1,2,217.60,52.22,435.20,487.42,39.56,1
23,51,2,5,1500,25,2,14.79,19.37,0,0,4,9.63,4.62,38.52,43.14,3.52,13
22,40,2,5,900,2,22,36,30,16,1,3,253.87,91.39,761.61,853.00,69.24,1
22,40,2,5,900,35,3,11.66,9.54,26.46,0,3,12.09,4.35,36.27,40.62,3.30,14
22,40,2,5,900,35,3,11.66,9.54,26.46,0,1,12.09,1.45,12.09,13.54,3.30,14
22,40,2,5,900,35,3,11.66,9.54,26.46,0,1,12.09,1.45,12.09,13.54,1.10,14
22,40,2,5,900,35,3,11.66,9.54,26.46,0,3,12.09,4.35,36.27,40.62,1.10,14
25,49,1,6,1500,24,3,25.22,12.61,0,0,1,9.63,1.16,9.63,10.79,0.88,13
25,49,1,6,1500,8,10,21.9,38.1,21.9,1,5,120.89,72.53,604.45,676.98,54.95,1
25,49,1,6,1500,9,41,43.65,38.8,33.95,1,4,495.65,237.91,1982.60,2220.51,180.24,1
23,27,2,6,1500,7,23,37.8,18.5,14.8,1,5,265.96,159.58,1329.80,1489.38,120.90,1
23,27,2,6,1500,28,2,19.2,8.32,0,0,5,9.63,5.78,48.15,53.93,4.40,13
22,57,2,5,900,5,25,20.3,17.4,35.5,1,3,302.23,108.80,906.69,1015.49,82.44,1
23,40,1,6,1000,22,3,35.245,17.755000000000003,35.245,0,5,6.04,3.62,30.20,33.82,2.75,12
23,40,1,6,1000,30,2,30.82,17.42,0,0,1,9.63,1.16,9.63,10.79,0.88,13
23,40,1,6,1000,37,2,20.25,16.2,7.8,0,5,12.09,7.25,60.45,67.70,5.50,14
22,57,2,5,900,37,2,19.08,16.96,13.16,0,3,12.09,4.35,36.27,40.62,3.30,14
22,57,2,5,900,25,3,14.5,7.54,0,0,2,9.63,2.31,19.26,21.57,1.76,13
22,57,2,5,900,28,3,22.14,10.66,0,0,1,9.63,1.16,9.63,10.79,0.88,13
21,61,2,2,750,33,34,17.1,15.2,14.7,1,3,411.03,147.97,1233.09,1381.06,112.11,14
21,61,2,2,750,22,3,50.055,50.055,20.945,0,1,6.04,0.72,6.04,6.76,0.55,12
22,39,1,2,1000,31,2,20.25,15.47,0,0,1,9.63,1.16,9.63,10.79,0.88,13
22,39,1,2,1000,37,2,12.9,10.32,13.68,0,4,12.09,5.80,48.36,54.16,4.40,14
22,39,1,2,1000,30,2,30.82,17.42,0,0,5,9.63,5.78,48.15,53.93,4.40,13
22,39,1,2,1000,21,3,23.52,41.18,29.82,0,1,6.04,0.72,6.04,6.76,0.55,12
22,45,2,1,750,18,2,31.92,31.92,31.92,0,4,6.04,2.90,24.16,27.06,2.20,12
22,45,2,1,750,18,3,36.96,19.04,36.96,0,2,6.04,1.45,12.08,13.53,1.10,12
22,45,2,1,750,6,19,32.1,32.1,27.9,1,1,217.60,26.11,217.60,243.71,19.78,1
22,45,2,1,750,27,3,15.66,7.02,0,0,4,9.63,4.62,38.52,43.14,3.52,13
24,54,2,6,900,15,2,34.25,15.75,34.25,0,1,6.04,0.72,6.04,6.76,0.55,12
24,54,2,6,900,9,42,65.7,21.6,18.9,1,2,495.65,118.96,991.30,1110.26,90.12,1
21,25,2,5,750,36,3,20.55,7.56,16.44,0,4,12.09,5.80,48.36,54.16,4.40,14
21,29,2,4,900,6,22,18.9,36.5,10.8,1,1,265.96,31.92,265.96,297.88,24.18,1
21,29,2,4,900,3,17,44,27,27.5,1,3,193.42,69.63,580.26,649.89,52.74,1
22,24,2,5,750,33,31,27.5,22.5,22.5,1,2,362.67,87.04,725.34,812.38,65.94,14
24,31,2,4,1000,24,2,16.2,7.8,0,0,2,9.63,2.31,19.26,21.57,1.76,13
22,38,2,2,1000,31,2,22.5,14.3,0,0,3,9.63,3.47,28.89,32.36,2.64,13
22,38,2,2,1000,19,2,14.56,18.46,18.46,0,3,6.04,2.17,18.12,20.29,1.65,12
23,48,2,2,1500,28,2,31.86,15.34,0,0,3,9.63,3.47,28.89,32.36,2.64,13
23,48,2,2,1500,10,4,25.2,57.6,19.6,1,1,36.27,4.35,36.27,40.62,3.30,1
23,48,2,2,1500,19,3,22.4,33.6,22.4,0,5,6.04,3.62,30.20,33.82,2.75,12
23,48,2,2,1500,15,2,13,37,13,0,1,6.04,0.72,6.04,6.76,0.55,12
23,48,2,2,1500,33,27,25.5,20.4,15.3,1,2,314.31,75.43,628.62,704.05,57.14,14
21,25,2,5,750,10,32,49.7,14.5,11.6,1,1,386.85,46.42,386.85,433.27,35.17,1
21,25,2,5,750,11,22,50.05,17.1,14.25,1,2,253.87,60.93,507.74,568.67,46.16,1
21,57,1,4,1500,33,38,24.8,11.4,11.4,1,5,459.38,275.63,2296.90,2572.53,208.80,14
21,57,1,4,1500,30,3,32.86,12.22,0,0,1,9.63,1.16,9.63,10.79,0.88,13
21,57,1,4,1500,7,17,49.2,23.1,30.75,1,4,193.42,92.84,773.68,866.52,70.32,1
23,45,2,6,1500,27,2,32.48,14.56,0,0,1,9.63,1.16,9.63,10.79,0.88,13
23,45,2,6,1500,25,2,22,11.44,0,0,3,9.63,3.47,28.89,32.36,2.64,13
23,45,2,6,1500,30,2,26.52,12.74,0,0,3,9.63,3.47,28.89,32.36,2.64,13
22,43,2,6,750,19,3,39.480000000000004,20.945,20.945,0,1,6.04,0.72,6.04,6.76,2.75,12
22,43,2,6,750,19,3,39.480000000000004,20.945,20.945,0,5,6.04,3.62,30.20,33.82,0.55,12
22,43,2,6,750,19,3,39.480000000000004,20.945,20.945,0,5,6.04,3.62,30.20,33.82,2.75,12
22,43,2,6,750,24,2,25.92,11.96,0,0,2,9.63,2.31,19.26,21.57,1.76,13
22,43,2,6,750,19,3,39.480000000000004,20.945,20.945,0,1,6.04,0.72,6.04,6.76,0.55,12
21,34,2,6,900,2,37,26.7,22.25,22.2,1,5,447.29,268.37,2236.45,2504.82,203.30,1
21,34,2,6,900,17,3,29.75,29.75,29.75,0,5,6.04,3.62,30.20,33.82,2.75,12
21,34,2,6,900,9,32,37.35,46.8,29.05,1,5,386.85,232.11,1934.25,2166.36,175.85,1
21,34,2,6,900,7,40,20.4,39.6,20.4,1,3,471.47,169.73,1414.41,1584.14,128.58,1
21,34,2,6,900,22,3,35.75,14.25,35.75,0,3,6.04,2.17,18.12,20.29,1.65,12
22,63,2,6,1000,25,3,33.36,18.07,0,0,4,9.63,4.62,38.52,43.14,3.52,13
21,39,2,1,900,27,2,42,18.2,0,0,4,9.63,4.62,38.52,43.14,3.52,13
21,39,2,1,900,5,39,35.7,29.4,24.5,1,4,459.38,220.50,1837.52,2058.02,167.04,1
21,39,2,1,900,23,2,23.36,16.509999999999998,0,0,1,9.63,1.16,9.63,10.79,0.88,13
21,39,2,1,900,22,2,13.78,39.22,13.78,0,5,6.04,3.62,30.20,33.82,2.75,12
21,39,2,1,900,18,2,37.365,15.635,15.635,0,1,6.04,0.72,6.04,6.76,0.55,12
21,39,2,1,900,26,3,20.54,15.73,0,0,5,9.63,5.78,48.15,53.93,4.40,13
25,27,2,6,1000,31,2,41.85,17.55,0,0,4,9.63,4.62,38.52,43.14,3.52,13
24,57,2,4,750,19,2,15.5,34.5,15.5,0,2,6.04,1.45,12.08,13.53,1.10,12
24,57,2,4,750,17,3,34.75,15.25,15.25,0,1,6.04,0.72,6.04,6.76,0.55,12
24,57,2,4,750,24,3,25.48,12.74,0,0,4,9.63,4.62,38.52,43.14,3.52,13
24,57,2,4,750,3,27,31.5,26.25,19,1,5,326.40,195.84,1632.00,1827.84,148.35,1
24,57,2,4,750,29,3,27.81,12.61,0,0,5,9.63,5.78,48.15,53.93,4.40,13
23,62,2,5,1000,21,2,25.44,27.56,27.56,0,2,6.04,1.45,12.08,13.53,1.10,12
23,62,2,5,1000,21,2,28.884999999999998,24.115000000000002,24.115000000000002,0,2,6.04,1.45,12.08,13.53,1.10,12
21,41,2,1,750,21,2,35.75,14.25,35.75,0,3,6.04,2.17,18.12,20.29,1.65,12
24,34,1,4,900,6,13,33,33,27,1,3,145.07,52.23,435.21,487.44,39.57,1
24,34,1,4,900,19,2,28.25,21.75,21.75,0,1,6.04,0.72,6.04,6.76,0.55,12
21,41,2,1,750,8,15,20.65,42.3,14.75,1,3,181.34,65.28,544.02,609.30,49.47,1
21,41,2,1,750,7,20,45.5,17.5,14,1,4,229.69,110.25,918.76,1029.01,83.52,1
22,39,1,2,1000,33,24,12.24,10.879999999999999,18.48,1,2,290.14,69.63,580.28,649.91,52.76,14
23,37,2,3,900,17,2,25.759999999999998,30.240000000000002,25.759999999999998,0,4,6.04,2.90,24.16,27.06,2.20,12
23,37,2,3,900,36,2,23.58,11.04,9.66,0,2,12.09,2.90,24.18,27.08,2.20,14
23,37,2,3,900,37,3,11.7,14.64,9.36,0,1,12.09,1.45,12.09,13.54,1.10,14
23,37,2,3,900,34,3,18.25,25.4,25.4,0,4,12.09,5.80,48.36,54.16,4.40,14
21,45,2,1,2000,3,8,39,39,21,1,4,96.71,46.42,386.84,433.26,35.16,1
24,33,2,1,1000,37,2,19.08,16.96,13.16,0,5,12.09,7.25,60.45,67.70,5.50,14
24,33,2,1,1000,10,42,32,36,30,1,5,495.65,297.39,2478.25,2775.64,225.30,1
24,33,2,1,1000,22,3,37.63,37.63,15.37,0,4,6.04,2.90,24.16,27.06,2.20,12
24,33,2,1,1000,20,3,23.240000000000002,32.76,23.240000000000002,0,4,6.04,2.90,24.16,27.06,2.20,12
24,33,2,1,1000,7,18,59.4,27.2,23.8,1,3,205.51,73.98,616.53,690.51,56.04,1
24,40,2,5,2000,9,37,59.85,53.2,23.45,1,1,435.20,52.22,435.20,487.42,39.56,1
23,49,2,6,1500,26,3,14,6.5,0,0,4,9.63,4.62,38.52,43.14,3.52,13
23,49,2,6,1500,2,23,25.2,34.8,34.8,1,5,278.05,166.83,1390.25,1557.08,126.40,1
23,49,2,6,1500,2,41,43.75,22.5,31.25,1,2,495.65,118.96,991.30,1110.26,90.12,1
23,49,2,6,1500,30,2,34.5,17.94,0,0,4,9.63,4.62,38.52,43.14,3.52,13
23,49,2,6,1500,9,25,36.8,32.2,27.6,1,5,290.14,174.08,1450.70,1624.78,131.90,1
23,49,2,6,1500,21,3,27.03,27.03,25.97,0,3,6.04,2.17,18.12,20.29,1.65,12
24,59,2,5,1000,21,3,28.09,24.91,24.91,0,4,6.04,2.90,24.16,27.06,2.20,12
24,59,2,5,1000,11,30,17.4,17.4,17.4,1,1,362.67,43.52,362.67,406.19,32.97,1
23,36,2,2,2000,28,2,13.68,18.59,0,0,2,9.63,2.31,19.26,21.57,1.76,13
23,36,2,2,2000,29,2,39.36,15.99,0,0,1,9.63,1.16,9.63,10.79,0.88,13
23,36,2,2,2000,18,2,28.4,56.4,56.4,0,4,6.04,2.90,24.16,27.06,2.20,12
24,63,2,3,750,25,2,17.71,15.99,0,0,3,9.63,3.47,28.89,32.36,2.64,13
24,63,2,3,750,17,2,30.8,30.8,30.8,0,5,6.04,3.62,30.20,33.82,2.75,12
24,63,2,3,750,20,3,21.28,44.019999999999996,26.98,0,4,6.04,2.90,24.16,27.06,2.20,12
24,58,1,3,1500,8,21,19.8,33.5,26.8,1,2,253.87,60.93,507.74,568.67,46.16,1
24,58,1,3,1500,11,21,41.6,31.2,26,1,2,253.87,60.93,507.74,568.67,46.16,1
24,58,1,3,1500,2,38,31.5,23.75,19,1,3,459.38,165.38,1378.14,1543.52,125.28,1
24,58,1,3,1500,26,2,36.480000000000004,11.18,0,0,3,9.63,3.47,28.89,32.36,2.64,13
25,30,2,3,900,28,3,30.78,14.82,0,0,5,9.63,5.78,48.15,53.93,4.40,13
25,30,2,3,900,34,3,29.92,24.48,24.48,0,1,12.09,1.45,12.09,13.54,1.10,14
25,30,2,3,900,18,3,35.56,25.915,25.915,0,2,6.04,1.45,12.08,13.53,1.10,12
25,30,2,3,900,32,3,27.54,12.74,0,0,2,9.63,2.31,19.26,21.57,1.76,13
25,30,2,3,900,26,2,30.72,12.48,0,0,1,9.63,1.16,9.63,10.79,0.88,13
24,50,2,3,900,29,3,16.32,19.37,0,0,1,9.63,1.16,9.63,10.79,0.88,13
24,50,2,3,900,30,2,33.06,14.82,0,0,2,9.63,2.31,19.26,21.57,1.76,13
24,50,2,3,900,5,27,52.5,37.5,30,1,5,314.31,188.59,1571.55,1760.14,142.85,1
24,50,2,3,900,5,17,51.6,24.85,21.3,1,4,205.51,98.64,822.04,920.68,74.72,1
21,54,2,5,1000,5,13,36.05,30.9,25.75,1,4,157.16,75.44,628.64,704.08,57.16,1
21,54,2,5,1000,17,2,45.44,60.16,60.16,0,4,6.04,2.90,24.16,27.06,2.20,12
21,54,2,5,1000,35,2,17.25,13.8,10.2,0,4,12.09,5.80,48.36,54.16,4.40,14
21,54,2,5,1000,29,2,15.6,18.2,0,0,4,9.63,4.62,38.52,43.14,3.52,13
24,34,2,5,2000,9,24,18.25,14.6,10.95,1,4,278.05,133.46,1112.20,1245.66,101.12,1
24,34,2,5,2000,4,15,27.3,27.25,18.2,1,3,181.34,65.28,544.02,609.30,49.47,1
24,34,2,5,2000,18,3,31.240000000000002,39.76,39.76,0,2,6.04,1.45,12.08,13.53,1.10,12
24,34,2,5,2000,15,2,28.09,24.91,28.09,0,4,6.04,2.90,24.16,27.06,2.20,12
23,45,2,4,750,21,2,37.519999999999996,37.519999999999996,37.519999999999996,0,5,6.04,3.62,30.20,33.82,2.75,12
23,45,2,4,750,5,29,38.1,38.1,38.1,1,2,350.58,84.14,701.16,785.30,63.74,1
24,50,2,2,2000,18,3,50.41,66.74,27.26,0,5,6.04,3.62,30.20,33.82,2.75,12
24,50,2,2,2000,31,2,29.44,16.64,0,0,4,9.63,4.62,38.52,43.14,3.52,13
24,50,2,2,2000,18,2,33.25,16.75,16.75,0,1,6.04,0.72,6.04,6.76,0.55,12
23,36,2,4,750,37,2,15.4,18.45,18.45,0,2,12.09,2.90,24.18,27.08,2.20,14
23,36,2,4,750,3,20,21.9,38.1,38.1,1,4,229.69,110.25,918.76,1029.01,83.52,1
23,36,2,4,750,20,3,33.39,19.61,19.61,0,4,6.04,2.90,24.16,27.06,2.20,12
23,36,2,4,750,6,8,38.85,26.7,22.25,1,2,96.71,23.21,193.42,216.63,17.58,1
21,47,2,6,750,9,38,27.3,32.7,32.7,1,5,459.38,275.63,2296.90,2572.53,208.80,1
21,47,2,6,750,16,3,25.2,25.2,25.2,0,4,6.04,2.90,24.16,27.06,2.20,12
21,47,2,6,750,26,2,36.12,9.23,0,0,2,9.63,2.31,19.26,21.57,1.76,13
21,47,2,6,750,20,2,31.535,31.535,21.465,0,4,6.04,2.90,24.16,27.06,2.20,12
21,47,2,6,750,23,2,14.49,17.81,0,0,3,9.63,3.47,28.89,32.36,2.64,13
25,59,2,5,750,7,7,43.75,22.5,18.75,1,4,84.62,40.62,338.48,379.10,30.76,1
21,47,2,6,750,3,8,15.5,12.4,9.3,1,3,96.71,34.82,290.13,324.95,26.37,1
21,47,2,6,750,37,2,21.75,17.4,22.6,0,3,12.09,4.35,36.27,40.62,3.30,14
25,59,2,5,750,36,3,13.2,13.44,13.44,0,4,12.09,5.80,48.36,54.16,4.40,14
21,47,2,6,750,27,2,14.84,19.11,0,0,3,9.63,3.47,28.89,32.36,2.64,13
24,61,2,6,900,16,2,23.8,23.8,32.2,0,4,6.04,2.90,24.16,27.06,2.20,12
24,61,2,6,900,31,3,20.02,10.01,0,0,4,9.63,4.62,38.52,43.14,3.52,13
24,61,2,6,900,5,39,35.7,29.4,24.5,1,3,459.38,165.38,1378.14,1543.52,125.28,1
24,61,2,6,900,28,2,13.5,18.98,0,0,4,9.63,4.62,38.52,43.14,3.52,13
24,61,2,6,900,30,3,32.86,12.22,0,0,5,9.63,5.78,48.15,53.93,4.40,13
23,50,2,6,1000,38,3,14.7,12.24,12.24,0,5,12.09,7.25,60.45,67.70,5.50,14
23,50,2,6,1000,17,2,17.36,22.009999999999998,22.009999999999998,0,4,6.04,2.90,24.16,27.06,2.20,12
24,44,2,5,750,34,3,28.6,12.6,23.4,0,4,12.09,5.80,48.36,54.16,4.40,14
24,44,2,5,750,32,3,27.28,14.56,0,0,3,9.63,3.47,28.89,32.36,2.64,13
23,48,1,1,900,24,2,25.92,11.96,0,0,1,9.63,1.16,9.63,10.79,0.88,13
24,36,2,4,1000,18,2,34.72,26.98,26.98,0,1,6.04,0.72,6.04,6.76,0.55,12
24,36,2,4,1000,22,2,27.03,25.97,27.03,0,2,6.04,1.45,12.08,13.53,1.10,12
24,36,2,4,1000,19,3,39.76,39.76,16.240000000000002,0,4,6.04,2.90,24.16,27.06,2.20,12
24,36,2,4,1000,4,42,20.25,16.2,17.85,1,3,507.74,182.79,1523.22,1706.01,138.48,1
24,36,2,4,1000,22,3,34.72,34.72,21.28,0,3,6.04,2.17,18.12,20.29,1.65,12
24,36,2,4,1000,22,3,35.245,17.755000000000003,35.245,0,1,6.04,0.72,6.04,6.76,0.55,12
25,60,1,6,750,24,3,21.16,11.96,0,0,3,9.63,3.47,28.89,32.36,2.64,13
22,46,2,1,750,17,3,24.64,31.36,31.36,0,2,6.04,1.45,12.08,13.53,1.10,12
24,50,2,3,900,22,2,14.56,18.46,18.46,0,1,6.04,0.72,6.04,6.76,0.55,12
24,50,2,3,900,28,3,20.4,14.95,0,0,2,9.63,2.31,19.26,21.57,1.76,13
24,50,2,3,900,7,23,17.75,14.2,10.65,1,2,278.05,66.73,556.10,622.83,50.56,1
24,50,2,3,900,15,2,22,22,22,0,4,6.04,2.90,24.16,27.06,2.20,12
24,50,2,3,900,15,3,18.105,70.03,23.97,0,4,6.04,2.90,24.16,27.06,2.20,12
24,50,2,3,900,33,38,24.8,11.4,11.4,1,4,459.38,220.50,1837.52,2058.02,167.04,14
24,50,2,3,900,6,29,21.9,31.75,25.4,1,2,350.58,84.14,701.16,785.30,63.74,1
22,39,1,2,1000,33,42,21,15.75,15.75,1,3,495.65,178.43,1486.95,1665.38,135.18,14
22,39,1,2,1000,9,23,48.6,43.2,32.2,1,4,265.96,127.66,1063.84,1191.50,96.72,1
22,39,1,2,1000,6,18,18,35,12,1,4,205.51,98.64,822.04,920.68,74.72,1
22,39,1,2,1000,3,42,44.45,38.1,18.25,1,2,495.65,118.96,991.30,1110.26,90.12,1
22,39,1,2,1000,24,2,31.9,14.3,0,0,5,9.63,5.78,48.15,53.93,4.40,13
21,61,2,2,1500,31,3,15.870000000000001,8.969999999999999,0,0,4,9.63,4.62,38.52,43.14,3.52,13
24,32,2,6,1000,22,2,27.03,25.97,27.03,0,1,6.04,0.72,6.04,6.76,0.55,12
24,32,2,6,1000,8,39,36.4,24,20.8,1,3,471.47,169.73,1414.41,1584.14,128.58,1
25,45,2,2,900,21,3,26.98,58.28,58.28,0,3,6.04,2.17,18.12,20.29,1.65,12
25,45,2,2,900,15,3,25.44,27.56,27.56,0,3,6.04,2.17,18.12,20.29,1.65,12
25,45,2,2,900,16,3,30.175,40.825,40.825,0,4,6.04,2.90,24.16,27.06,2.20,12
25,45,2,2,900,4,36,36.4,31.2,26,1,2,435.20,104.45,870.40,974.85,79.12,1
25,58,2,4,900,18,2,14.84,41.16,41.16,0,2,6.04,1.45,12.08,13.53,1.10,12
21,51,2,1,1000,22,3,50.055,50.055,20.945,0,4,6.04,2.90,24.16,27.06,2.20,12
21,51,2,1,1000,22,3,35.75,14.25,35.75,0,5,6.04,3.62,30.20,33.82,2.75,12
21,54,2,5,1000,2,40,37.5,18.75,25,1,5,483.56,290.14,2417.80,2707.94,219.80,1
21,54,2,5,1000,21,3,27.03,27.03,25.97,0,4,6.04,2.90,24.16,27.06,2.20,12
21,54,2,5,1000,37,2,35.25,28.2,28.2,0,5,12.09,7.25,60.45,67.70,5.50,14
25,36,2,6,1000,15,3,28,22,22,0,2,6.04,1.45,12.08,13.53,1.10,12
25,36,2,6,1000,4,36,16.5,16.5,43.5,1,1,435.20,52.22,435.20,487.42,39.56,1
25,36,2,6,1000,9,32,37.35,46.8,29.05,1,4,386.85,185.69,1547.40,1733.09,140.68,1
25,36,2,6,1000,10,32,53.1,47.2,41.3,1,5,386.85,232.11,1934.25,2166.36,175.85,1
25,36,2,6,1000,28,3,32.94,10.14,0,0,5,9.63,5.78,48.15,53.93,4.40,13
24,30,2,3,1500,6,8,38.85,26.7,22.25,1,2,96.71,23.21,193.42,216.63,17.58,1
22,41,2,2,1000,20,2,13.25,39.75,13.25,0,3,6.04,2.17,18.12,20.29,1.65,12
24,30,2,3,1500,28,2,32.4,14.04,0,0,3,9.63,3.47,28.89,32.36,2.64,13
24,24,2,6,1500,10,17,27.65,23.7,19.75,1,1,193.42,23.21,193.42,216.63,17.58,1
25,30,2,3,900,3,10,26,20.8,15.6,1,3,108.80,39.17,326.40,365.57,29.67,1
25,30,2,3,900,3,10,57.6,28.8,44.8,1,3,108.80,39.17,326.40,365.57,29.67,1
25,30,2,3,900,7,42,30.9,25.75,20.6,1,1,495.65,59.48,495.65,555.13,45.06,1
25,30,2,3,900,23,3,24.8,10.4,0,0,5,9.63,5.78,48.15,53.93,4.40,13
22,52,2,1,750,27,2,37.519999999999996,8.58,0,0,1,9.63,1.16,9.63,10.79,0.88,13
22,52,2,1,750,9,25,16.8,36,11.2,1,2,302.23,72.54,604.46,677.00,54.96,1
22,52,2,1,750,25,3,21.06,15.47,0,0,3,9.63,3.47,28.89,32.36,2.64,13
22,52,2,1,750,32,3,25.759999999999998,11.44,0,0,1,9.63,1.16,9.63,10.79,0.88,13
22,58,2,6,750,9,8,45.6,39.9,25.8,1,1,96.71,11.61,96.71,108.32,8.79,1
22,58,2,6,750,8,19,34.8,29,16.8,1,1,217.60,26.11,217.60,243.71,19.78,1
22,58,2,6,750,27,3,15.75,8.190000000000001,0,0,2,9.63,2.31,19.26,21.57,1.76,13
22,58,2,6,750,4,40,46.8,29.05,24.9,1,1,483.56,58.03,483.56,541.59,43.96,1
22,58,2,6,750,30,2,30.82,17.42,0,0,3,9.63,3.47,28.89,32.36,2.64,13
25,30,1,5,900,22,3,40.115,40.115,30.884999999999998,0,3,6.04,2.17,18.12,20.29,1.65,12
25,30,1,5,900,7,15,39.6,44.8,30.8,1,2,169.25,40.62,338.50,379.12,30.78,1
25,30,1,5,900,19,3,17,17,17,0,2,6.04,1.45,12.08,13.53,1.10,12
25,30,1,5,900,25,2,15.68,18.72,0,0,4,9.63,4.62,38.52,43.14,3.52,13
25,30,1,5,900,3,20,21.9,38.1,38.1,1,4,229.69,110.25,918.76,1029.01,83.52,1
25,30,1,5,900,4,38,35.5,28.4,8.7,1,3,447.29,161.02,1341.87,1502.89,121.98,1
24,50,2,3,900,7,21,36.9,47.2,28.7,1,4,241.78,116.05,967.12,1083.17,87.92,1
25,39,2,1,900,11,22,28.5,28.5,28.5,1,5,265.96,159.58,1329.80,1489.38,120.90,1
25,61,2,1,1000,4,20,31.5,27,22.5,1,5,241.78,145.07,1208.90,1353.97,109.90,1
25,61,2,1,1000,6,9,44.1,22.2,31.5,1,2,96.71,23.21,193.42,216.63,17.58,1
25,61,2,1,1000,26,3,25.759999999999998,11.44,0,0,1,9.63,1.16,9.63,10.79,0.88,13
21,47,2,5,900,24,2,35.88,17.94,0,0,5,9.63,5.78,48.15,53.93,4.40,13
24,38,2,6,1500,5,31,14.75,11.8,21.15,1,2,374.76,89.94,749.52,839.46,68.14,1
24,38,2,6,1500,4,7,30.1,28.5,22.8,1,1,84.62,10.15,84.62,94.77,7.69,1
24,38,2,6,1500,5,34,17.1,42.9,42.9,1,1,411.03,49.32,411.03,460.35,37.37,1
24,38,2,6,1500,26,2,31.2,10.4,0,0,2,9.63,2.31,19.26,21.57,1.76,13
22,60,2,1,1000,15,3,27.16,28.84,28.84,0,2,6.04,1.45,12.08,13.53,1.10,12
22,60,2,1,1000,20,3,29.68,29.68,23.32,0,4,6.04,2.90,24.16,27.06,2.20,12
22,60,2,1,1000,19,2,39.22,39.22,39.22,0,1,6.04,0.72,6.04,6.76,0.55,12
21,61,2,2,750,4,5,12.5,10,22.5,1,2,48.36,11.61,96.72,108.33,8.80,1
21,61,2,2,750,28,2,38.34,18.46,0,0,2,9.63,2.31,19.26,21.57,1.76,13
21,61,2,2,750,7,35,41.3,24.6,29.5,1,3,423.12,152.32,1269.36,1421.68,115.41,1
21,61,2,2,750,18,3,19.32,36.68,19.32,0,2,6.04,1.45,12.08,13.53,1.10,12
23,62,2,5,1000,4,17,24,30,16,1,4,193.42,92.84,773.68,866.52,70.32,1
23,62,2,5,1000,30,2,27.84,10.92,0,0,4,9.63,4.62,38.52,43.14,3.52,13
23,62,2,5,1000,6,23,30.1,21.5,17.2,1,5,265.96,159.58,1329.80,1489.38,120.90,1
23,62,2,5,1000,2,5,26.25,31.25,25,1,2,48.36,11.61,96.72,108.33,8.80,1
23,36,2,6,1000,9,25,16.8,36,11.2,1,5,302.23,181.34,1511.15,1692.49,137.40,1
23,36,2,6,1000,3,8,15.5,12.4,9.3,1,2,96.71,23.21,193.42,216.63,17.58,1
23,36,2,6,1000,34,3,24.12,10.559999999999999,9.24,0,4,12.09,5.80,48.36,54.16,4.40,14
23,36,2,6,1000,23,2,21.33,15.73,0,0,5,9.63,5.78,48.15,53.93,4.40,13
23,36,2,6,1000,19,2,24.5,25.5,24.5,0,1,6.04,0.72,6.04,6.76,0.55,12
21,41,2,2,900,27,2,30.07,13.39,0,0,1,9.63,1.16,9.63,10.79,0.88,13
21,41,2,2,900,23,3,20.64,14.82,0,0,4,9.63,4.62,38.52,43.14,3.52,13
21,41,2,2,900,7,7,43.75,22.5,18.75,1,3,84.62,30.46,253.86,284.32,23.07,1
23,56,2,6,1000,20,2,13.25,39.75,13.25,0,5,6.04,3.62,30.20,33.82,2.75,12
23,56,2,6,1000,21,3,29.4,26.6,26.6,0,2,6.04,1.45,12.08,13.53,1.10,12
23,36,2,6,1000,11,9,38.5,27,22.5,1,2,108.80,26.11,217.60,243.71,19.78,1
23,36,2,6,1000,27,2,37.519999999999996,8.58,0,0,3,9.63,3.47,28.89,32.36,2.64,13
23,36,2,6,1000,27,2,31.86,15.34,0,0,3,9.63,3.47,28.89,32.36,2.64,13
22,50,2,6,750,28,2,13.5,18.98,0,0,3,9.63,3.47,28.89,32.36,2.64,13
22,50,2,6,750,7,39,21,23.2,12.6,1,2,471.47,113.15,942.94,1056.09,85.72,1
22,50,2,6,750,27,2,21.28,9.879999999999999,0,0,5,9.63,5.78,48.15,53.93,4.40,13
